Bone,Time,XPos,YPos,ZPos,XRot,YRot,ZRot
Left Controller,12:08:31.2134010,1.090541,-0.8111615,3.078098,8.480006,88.70977,7.35203
Right Controller,12:08:31.2134870,1.089672,-0.7798561,2.78968,351.5207,94.95861,354.0063
Left Controller,12:08:31.2249740,1.090541,-0.8111615,3.078098,8.480006,88.70977,7.35203
Right Controller,12:08:31.2250450,1.089672,-0.7798561,2.78968,351.5207,94.95861,354.0063
Left Controller,12:08:31.2273200,1.090555,-0.8111617,3.0781,8.48425,88.70367,7.355188
Right Controller,12:08:31.2274150,1.089709,-0.7799045,2.789664,351.5504,94.96751,353.9985
Left Controller,12:08:31.2391750,1.090555,-0.8111617,3.0781,8.48425,88.70367,7.355188
Right Controller,12:08:31.2393130,1.089709,-0.7799045,2.789664,351.5504,94.96751,353.9985
Left Controller,12:08:31.2418320,1.090571,-0.8111598,3.078136,8.48293,88.68799,7.344117
Right Controller,12:08:31.2419400,1.089713,-0.779923,2.789671,351.5554,94.96072,353.9823
Left Controller,12:08:31.2530620,1.090571,-0.8111598,3.078136,8.48293,88.68799,7.344117
Right Controller,12:08:31.2531290,1.089713,-0.779923,2.789671,351.5554,94.96072,353.9823
Left Controller,12:08:31.2553590,1.090595,-0.8111707,3.078193,8.485516,88.66435,7.332026
Right Controller,12:08:31.2554590,1.089714,-0.7799425,2.789678,351.5574,94.95604,353.9718
Left Controller,12:08:31.2672420,1.090595,-0.8111707,3.078193,8.485516,88.66435,7.332026
Right Controller,12:08:31.2673100,1.089714,-0.7799425,2.789678,351.5574,94.95604,353.9718
Left Controller,12:08:31.2700800,1.090621,-0.8112125,3.078265,8.503195,88.63702,7.327671
Right Controller,12:08:31.2701800,1.089727,-0.7799799,2.789692,351.5688,94.95096,353.9646
Left Controller,12:08:31.2811910,1.090621,-0.8112125,3.078265,8.503195,88.63702,7.327671
Right Controller,12:08:31.2812630,1.089727,-0.7799799,2.789692,351.5688,94.95096,353.9646
Left Controller,12:08:31.2836910,1.090641,-0.8112538,3.078329,8.524759,88.62068,7.34172
Right Controller,12:08:31.2837780,1.089757,-0.7800438,2.789706,351.595,94.95083,353.9629
Left Controller,12:08:31.2951840,1.090641,-0.8112538,3.078329,8.524759,88.62068,7.34172
Right Controller,12:08:31.2952570,1.089757,-0.7800438,2.789706,351.595,94.95083,353.9629
Left Controller,12:08:31.2975930,1.090653,-0.8112766,3.078375,8.540187,88.61213,7.359232
Right Controller,12:08:31.2976900,1.089779,-0.7801111,2.789728,351.6268,94.9554,353.9665
Left Controller,12:08:31.3093080,1.090653,-0.8112766,3.078375,8.540187,88.61213,7.359232
Right Controller,12:08:31.3094030,1.089779,-0.7801111,2.789728,351.6268,94.9554,353.9665
Left Controller,12:08:31.3116900,1.09065,-0.811265,3.078393,8.535075,88.6106,7.368531
Right Controller,12:08:31.3117750,1.089802,-0.7801602,2.789736,351.6515,94.96263,353.9743
Left Controller,12:08:31.3233630,1.09065,-0.811265,3.078393,8.535075,88.6106,7.368531
Right Controller,12:08:31.3234350,1.089802,-0.7801602,2.789736,351.6515,94.96263,353.9743
Left Controller,12:08:31.3253270,1.090639,-0.8112373,3.07841,8.51993,88.60558,7.372265
Right Controller,12:08:31.3254300,1.089815,-0.7801934,2.78974,351.6665,94.96829,353.9808
Left Controller,12:08:31.3374760,1.090639,-0.8112373,3.07841,8.51993,88.60558,7.372265
Right Controller,12:08:31.3375430,1.089815,-0.7801934,2.78974,351.6665,94.96829,353.9808
Left Controller,12:08:31.3403960,1.090632,-0.8112211,3.07842,8.504544,88.60134,7.37082
Right Controller,12:08:31.3404930,1.089841,-0.7802625,2.789743,351.6946,94.97849,353.9884
Left Controller,12:08:31.3515620,1.090632,-0.8112211,3.07842,8.504544,88.60134,7.37082
Right Controller,12:08:31.3516360,1.089841,-0.7802625,2.789743,351.6946,94.97849,353.9884
Left Controller,12:08:31.3536350,1.09063,-0.8112192,3.078422,8.495136,88.59923,7.368324
Right Controller,12:08:31.3537170,1.0899,-0.780381,2.789733,351.7441,94.99726,353.9999
Left Controller,12:08:31.3655840,1.09063,-0.8112192,3.078422,8.495136,88.59923,7.368324
Right Controller,12:08:31.3656670,1.0899,-0.780381,2.789733,351.7441,94.99726,353.9999
Left Controller,12:08:31.3682450,1.090628,-0.8112358,3.078434,8.484421,88.5803,7.343157
Right Controller,12:08:31.3683320,1.089979,-0.7805146,2.789682,351.8068,95.03201,354.0124
Left Controller,12:08:31.3793990,1.090628,-0.8112358,3.078434,8.484421,88.5803,7.343157
Right Controller,12:08:31.3794750,1.089979,-0.7805146,2.789682,351.8068,95.03201,354.0124
Left Controller,12:08:31.3819210,1.090639,-0.8112637,3.078463,8.488559,88.5585,7.324265
Right Controller,12:08:31.3820080,1.09004,-0.780604,2.789633,351.8528,95.05782,354.0146
Left Controller,12:08:31.3932680,1.090639,-0.8112637,3.078463,8.488559,88.5585,7.324265
Right Controller,12:08:31.3933460,1.09004,-0.780604,2.789633,351.8528,95.05782,354.0146
Left Controller,12:08:31.3958410,1.090666,-0.811335,3.07854,8.515022,88.51854,7.313515
Right Controller,12:08:31.3959420,1.090095,-0.7806795,2.789577,351.9035,95.07654,353.9962
Left Controller,12:08:31.4072770,1.090666,-0.811335,3.07854,8.515022,88.51854,7.313515
Right Controller,12:08:31.4073500,1.090095,-0.7806795,2.789577,351.9035,95.07654,353.9962
Left Controller,12:08:31.4096980,1.090692,-0.8114274,3.078617,8.557913,88.4976,7.335205
Right Controller,12:08:31.4097830,1.090068,-0.7806369,2.789569,351.8879,95.07961,353.9951
Left Controller,12:08:31.4212410,1.090692,-0.8114274,3.078617,8.557913,88.4976,7.335205
Right Controller,12:08:31.4213190,1.090068,-0.7806369,2.789569,351.8879,95.07961,353.9951
Left Controller,12:08:31.4232940,1.09071,-0.8115142,3.078699,8.60779,88.48642,7.384605
Right Controller,12:08:31.4233890,1.09,-0.7805538,2.789586,351.8398,95.06261,353.9802
Left Controller,12:08:31.4353010,1.09071,-0.8115142,3.078699,8.60779,88.48642,7.384605
Right Controller,12:08:31.4353740,1.09,-0.7805538,2.789586,351.8398,95.06261,353.9802
Left Controller,12:08:31.4381510,1.090719,-0.8115516,3.078767,8.638459,88.4831,7.428038
Right Controller,12:08:31.4382590,1.089932,-0.780495,2.789558,351.806,95.04952,353.9494
Left Controller,12:08:31.4491580,1.090719,-0.8115516,3.078767,8.638459,88.4831,7.428038
Right Controller,12:08:31.4492270,1.089932,-0.780495,2.789558,351.806,95.04952,353.9494
Left Controller,12:08:31.4516810,1.090711,-0.811564,3.078849,8.661429,88.48881,7.500367
Right Controller,12:08:31.4517800,1.089901,-0.7804832,2.789501,351.7956,95.05608,353.923
Left Controller,12:08:31.4630620,1.090711,-0.811564,3.078849,8.661429,88.48881,7.500367
Right Controller,12:08:31.4631350,1.089901,-0.7804832,2.789501,351.7956,95.05608,353.923
Left Controller,12:08:31.4654520,1.090692,-0.8115681,3.078908,8.674107,88.50133,7.564902
Right Controller,12:08:31.4655760,1.089916,-0.7805243,2.789424,351.8169,95.09296,353.9202
Left Controller,12:08:31.4769890,1.090692,-0.8115681,3.078908,8.674107,88.50133,7.564902
Right Controller,12:08:31.4770570,1.089916,-0.7805243,2.789424,351.8169,95.09296,353.9202
Left Controller,12:08:31.4795930,1.09067,-0.8115984,3.078947,8.694776,88.51311,7.618176
Right Controller,12:08:31.4796890,1.089938,-0.7805679,2.789348,351.8372,95.13302,353.9244
Left Controller,12:08:31.4909370,1.09067,-0.8115984,3.078947,8.694776,88.51311,7.618176
Right Controller,12:08:31.4910080,1.089938,-0.7805679,2.789348,351.8372,95.13302,353.9244
Left Controller,12:08:31.4932670,1.09065,-0.8116446,3.078966,8.722919,88.5246,7.670793
Right Controller,12:08:31.4933580,1.089949,-0.7805935,2.789286,351.8485,95.16087,353.921
Left Controller,12:08:31.5048270,1.09065,-0.8116446,3.078966,8.722919,88.5246,7.670793
Right Controller,12:08:31.5049070,1.089949,-0.7805935,2.789286,351.8485,95.16087,353.921
Left Controller,12:08:31.5072140,1.090642,-0.8116907,3.07899,8.750388,88.53981,7.729984
Right Controller,12:08:31.5073060,1.089945,-0.7805901,2.789261,351.8471,95.16489,353.9095
Left Controller,12:08:31.5187840,1.090642,-0.8116907,3.07899,8.750388,88.53981,7.729984
Right Controller,12:08:31.5188520,1.089945,-0.7805901,2.789261,351.8471,95.16489,353.9095
Left Controller,12:08:31.5208910,1.090646,-0.8117272,3.079004,8.772357,88.55707,7.776501
Right Controller,12:08:31.5209930,1.089909,-0.7805383,2.789213,351.8224,95.16122,353.8697
Left Controller,12:08:31.5328220,1.090646,-0.8117272,3.079004,8.772357,88.55707,7.776501
Right Controller,12:08:31.5329100,1.089909,-0.7805383,2.789213,351.8224,95.16122,353.8697
Left Controller,12:08:31.5361700,1.090659,-0.8117545,3.079036,8.793612,88.56212,7.81965
Right Controller,12:08:31.5362930,1.089876,-0.7804906,2.789165,351.7971,95.15592,353.8344
Left Controller,12:08:31.5467040,1.090659,-0.8117545,3.079036,8.793612,88.56212,7.81965
Right Controller,12:08:31.5467750,1.089876,-0.7804906,2.789165,351.7971,95.15592,353.8344
Left Controller,12:08:31.5489350,1.090682,-0.8117688,3.079095,8.81373,88.5611,7.875776
Right Controller,12:08:31.5490250,1.089871,-0.7804762,2.789113,351.7892,95.15666,353.8033
Left Controller,12:08:31.5605230,1.090682,-0.8117688,3.079095,8.81373,88.5611,7.875776
Right Controller,12:08:31.5605920,1.089871,-0.7804762,2.789113,351.7892,95.15666,353.8033
Left Controller,12:08:31.5626610,1.09071,-0.8118004,3.079161,8.845946,88.56744,7.958953
Right Controller,12:08:31.5627440,1.089909,-0.7805089,2.789066,351.8082,95.16574,353.777
Left Controller,12:08:31.5744620,1.09071,-0.8118004,3.079161,8.845946,88.56744,7.958953
Right Controller,12:08:31.5745380,1.089909,-0.7805089,2.789066,351.8082,95.16574,353.777
Left Controller,12:08:31.5768110,1.090737,-0.8118718,3.079202,8.896675,88.57471,8.021896
Right Controller,12:08:31.5769000,1.089931,-0.7805327,2.789023,351.8229,95.17332,353.7577
Left Controller,12:08:31.5884110,1.090737,-0.8118718,3.079202,8.896675,88.57471,8.021896
Right Controller,12:08:31.5884810,1.089931,-0.7805327,2.789023,351.8229,95.17332,353.7577
Left Controller,12:08:31.5913430,1.090754,-0.8120062,3.079236,8.979837,88.58352,8.072611
Right Controller,12:08:31.5914350,1.089953,-0.7805592,2.788958,351.8395,95.18465,353.7253
Left Controller,12:08:31.6024480,1.090754,-0.8120062,3.079236,8.979837,88.58352,8.072611
Right Controller,12:08:31.6025240,1.089953,-0.7805592,2.788958,351.8395,95.18465,353.7253
Left Controller,12:08:31.6045060,1.09075,-0.8121485,3.07927,9.06219,88.58763,8.103577
Right Controller,12:08:31.6046020,1.089962,-0.7805804,2.788891,351.855,95.20264,353.6896
Left Controller,12:08:31.6163500,1.09075,-0.8121485,3.07927,9.06219,88.58763,8.103577
Right Controller,12:08:31.6165470,1.089962,-0.7805804,2.788891,351.855,95.20264,353.6896
Left Controller,12:08:31.6188800,1.090717,-0.8121915,3.079325,9.087694,88.54259,8.049373
Right Controller,12:08:31.6189690,1.089974,-0.7806274,2.78881,351.8907,95.22517,353.6318
Left Controller,12:08:31.6302760,1.090717,-0.8121915,3.079325,9.087694,88.54259,8.049373
Right Controller,12:08:31.6303630,1.089974,-0.7806274,2.78881,351.8907,95.22517,353.6318
Left Controller,12:08:31.6345320,1.0907,-0.8121645,3.079376,9.078692,88.49795,7.992122
Right Controller,12:08:31.6346280,1.089999,-0.7807001,2.788715,351.9443,95.24677,353.5627
Left Controller,12:08:31.6441780,1.0907,-0.8121645,3.079376,9.078692,88.49795,7.992122
Right Controller,12:08:31.6442460,1.089999,-0.7807001,2.788715,351.9443,95.24677,353.5627
Left Controller,12:08:31.6461330,1.090658,-0.8120683,3.079462,9.034147,88.43914,7.928981
Right Controller,12:08:31.6462240,1.09002,-0.7807575,2.788619,351.9886,95.26188,353.4979
Left Controller,12:08:31.6581180,1.090658,-0.8120683,3.079462,9.034147,88.43914,7.928981
Right Controller,12:08:31.6581930,1.09002,-0.7807575,2.788619,351.9886,95.26188,353.4979
Left Controller,12:08:31.6603380,1.090611,-0.8119534,3.079571,8.968418,88.38261,7.911703
Right Controller,12:08:31.6604280,1.090063,-0.7808248,2.788463,352.0547,95.30842,353.4179
Left Controller,12:08:31.6721400,1.090611,-0.8119534,3.079571,8.968418,88.38261,7.911703
Right Controller,12:08:31.6722220,1.090063,-0.7808248,2.788463,352.0547,95.30842,353.4179
Left Controller,12:08:31.6747460,1.090568,-0.8118496,3.079685,8.893786,88.32314,7.919971
Right Controller,12:08:31.6748490,1.090128,-0.7808976,2.788294,352.1275,95.36029,353.3371
Left Controller,12:08:31.6860190,1.090568,-0.8118496,3.079685,8.893786,88.32314,7.919971
Right Controller,12:08:31.6860990,1.090128,-0.7808976,2.788294,352.1275,95.36029,353.3371
Left Controller,12:08:31.6886200,1.090533,-0.8117393,3.079822,8.814311,88.22814,7.893382
Right Controller,12:08:31.6887140,1.090313,-0.7811024,2.787899,352.3189,95.49834,353.1509
Left Controller,12:08:31.7000180,1.090533,-0.8117393,3.079822,8.814311,88.22814,7.893382
Right Controller,12:08:31.7001130,1.090313,-0.7811024,2.787899,352.3189,95.49834,353.1509
Left Controller,12:08:31.7022290,1.090506,-0.8115823,3.079968,8.712984,88.09333,7.819087
Right Controller,12:08:31.7023420,1.090778,-0.781679,2.787051,352.838,95.89574,352.7888
Left Controller,12:08:31.7139260,1.090506,-0.8115823,3.079968,8.712984,88.09333,7.819087
Right Controller,12:08:31.7140030,1.090778,-0.781679,2.787051,352.838,95.89574,352.7888
Left Controller,12:08:31.7166620,1.090485,-0.8114446,3.080065,8.622624,87.96738,7.750703
Right Controller,12:08:31.7168140,1.091171,-0.782187,2.786397,353.2953,96.2273,352.5182
Left Controller,12:08:31.7278510,1.090485,-0.8114446,3.080065,8.622624,87.96738,7.750703
Right Controller,12:08:31.7279200,1.091171,-0.782187,2.786397,353.2953,96.2273,352.5182
Left Controller,12:08:31.7305460,1.090481,-0.811396,3.080101,8.578278,87.89133,7.718328
Right Controller,12:08:31.7306680,1.091618,-0.7827519,2.785749,353.7899,96.53417,352.2446
Left Controller,12:08:31.7418120,1.090481,-0.811396,3.080101,8.578278,87.89133,7.718328
Right Controller,12:08:31.7418840,1.091618,-0.7827519,2.785749,353.7899,96.53417,352.2446
Left Controller,12:08:31.7439620,1.090491,-0.8114507,3.080052,8.591778,87.87815,7.739374
Right Controller,12:08:31.7440450,1.091887,-0.7830923,2.785316,354.0609,96.69439,352.098
Left Controller,12:08:31.7557210,1.090491,-0.8114507,3.080052,8.591778,87.87815,7.739374
Right Controller,12:08:31.7557950,1.091887,-0.7830923,2.785316,354.0609,96.69439,352.098
Left Controller,12:08:31.7581470,1.090508,-0.8115708,3.079932,8.64633,87.91178,7.805546
Right Controller,12:08:31.7582350,1.091977,-0.7832016,2.785046,354.0974,96.77177,352.1156
Left Controller,12:08:31.7697300,1.090508,-0.8115708,3.079932,8.64633,87.91178,7.805546
Right Controller,12:08:31.7698070,1.091977,-0.7832016,2.785046,354.0974,96.77177,352.1156
Left Controller,12:08:31.7720740,1.090509,-0.8115931,3.079837,8.644194,87.94125,7.855858
Right Controller,12:08:31.7721680,1.09203,-0.7832452,2.784791,354.0592,96.8541,352.2048
Left Controller,12:08:31.7835970,1.090509,-0.8115931,3.079837,8.644194,87.94125,7.855858
Right Controller,12:08:31.7836700,1.09203,-0.7832452,2.784791,354.0592,96.8541,352.2048
Left Controller,12:08:31.7864390,1.090504,-0.8115831,3.079736,8.623458,87.97139,7.894984
Right Controller,12:08:31.7865310,1.092181,-0.7833645,2.784498,354.1048,96.9637,352.2156
Left Controller,12:08:31.7975710,1.090504,-0.8115831,3.079736,8.623458,87.97139,7.894984
Right Controller,12:08:31.7976430,1.092181,-0.7833645,2.784498,354.1048,96.9637,352.2156
Left Controller,12:08:31.8003640,1.090498,-0.8115265,3.079571,8.567085,88.02541,7.939222
Right Controller,12:08:31.8004760,1.092377,-0.7835611,2.784296,354.2225,97.06377,352.1983
Left Controller,12:08:31.8114870,1.090498,-0.8115265,3.079571,8.567085,88.02541,7.939222
Right Controller,12:08:31.8115540,1.092377,-0.7835611,2.784296,354.2225,97.06377,352.1983
Left Controller,12:08:31.8138770,1.090507,-0.8114342,3.079434,8.479594,88.07496,7.98192
Right Controller,12:08:31.8139670,1.092506,-0.7837099,2.784264,354.2883,97.12155,352.2517
Left Controller,12:08:31.8254040,1.090507,-0.8114342,3.079434,8.479594,88.07496,7.98192
Right Controller,12:08:31.8254780,1.092506,-0.7837099,2.784264,354.2883,97.12155,352.2517
Left Controller,12:08:31.8277560,1.090533,-0.8113718,3.079355,8.400012,88.10972,8.025331
Right Controller,12:08:31.8278420,1.092529,-0.7837528,2.784358,354.2555,97.13329,352.3764
Left Controller,12:08:31.8393890,1.090533,-0.8113718,3.079355,8.400012,88.10972,8.025331
Right Controller,12:08:31.8394590,1.092529,-0.7837528,2.784358,354.2555,97.13329,352.3764
Left Controller,12:08:31.8421420,1.090567,-0.8113467,3.079315,8.334296,88.15096,8.084617
Right Controller,12:08:31.8422380,1.092522,-0.7837282,2.78449,354.1805,97.10619,352.491
Left Controller,12:08:31.8533070,1.090567,-0.8113467,3.079315,8.334296,88.15096,8.084617
Right Controller,12:08:31.8533740,1.092522,-0.7837282,2.78449,354.1805,97.10619,352.491
Left Controller,12:08:31.8556750,1.090621,-0.8112977,3.079331,8.240133,88.26183,8.287707
Right Controller,12:08:31.8557650,1.092513,-0.7836854,2.784627,354.1154,97.04677,352.5653
Left Controller,12:08:31.8673520,1.090621,-0.8112977,3.079331,8.240133,88.26183,8.287707
Right Controller,12:08:31.8674320,1.092513,-0.7836854,2.784627,354.1154,97.04677,352.5653
Left Controller,12:08:31.8698940,1.090723,-0.8111058,3.079609,8.049754,88.46576,8.831636
Right Controller,12:08:31.8699860,1.092506,-0.7836228,2.784736,354.0506,96.98,352.6084
Left Controller,12:08:31.8812280,1.090723,-0.8111058,3.079609,8.049754,88.46576,8.831636
Right Controller,12:08:31.8812990,1.092506,-0.7836228,2.784736,354.0506,96.98,352.6084
Left Controller,12:08:31.8837080,1.090915,-0.8109307,3.080394,7.863346,88.6423,9.709713
Right Controller,12:08:31.8838260,1.092505,-0.783579,2.784818,354.0024,96.94234,352.6535
Left Controller,12:08:31.8950910,1.090915,-0.8109307,3.080394,7.863346,88.6423,9.709713
Right Controller,12:08:31.8951590,1.092505,-0.783579,2.784818,354.0024,96.94234,352.6535
Left Controller,12:08:31.8976900,1.091147,-0.811055,3.081181,7.910818,88.77438,10.52361
Right Controller,12:08:31.8978030,1.092506,-0.7835465,2.78487,353.9778,96.93436,352.6914
Left Controller,12:08:31.9090610,1.091147,-0.811055,3.081181,7.910818,88.77438,10.52361
Right Controller,12:08:31.9091290,1.092506,-0.7835465,2.78487,353.9778,96.93436,352.6914
Left Controller,12:08:31.9115530,1.091563,-0.8117613,3.081177,8.373615,89.32872,11.40191
Right Controller,12:08:31.9117260,1.092501,-0.7835211,2.784894,353.9646,96.943,352.7201
Left Controller,12:08:31.9229760,1.091563,-0.8117613,3.081177,8.373615,89.32872,11.40191
Right Controller,12:08:31.9230460,1.092501,-0.7835211,2.784894,353.9646,96.943,352.7201
Left Controller,12:08:31.9251650,1.091828,-0.812505,3.080811,8.903474,89.83266,11.85318
Right Controller,12:08:31.9252630,1.092483,-0.7834964,2.784902,353.9471,96.95263,352.7497
Left Controller,12:08:31.9371080,1.091828,-0.812505,3.080811,8.903474,89.83266,11.85318
Right Controller,12:08:31.9371870,1.092483,-0.7834964,2.784902,353.9471,96.95263,352.7497
Left Controller,12:08:31.9400880,1.091884,-0.813075,3.080477,9.250477,89.89728,11.57833
Right Controller,12:08:31.9401910,1.092468,-0.7834778,2.784899,353.9286,96.95824,352.7737
Left Controller,12:08:31.9509230,1.091884,-0.813075,3.080477,9.250477,89.89728,11.57833
Right Controller,12:08:31.9510080,1.092468,-0.7834778,2.784899,353.9286,96.95824,352.7737
Left Controller,12:08:31.9534480,1.091756,-0.8133574,3.080323,9.32988,89.53007,10.62165
Right Controller,12:08:31.9535430,1.092432,-0.7834346,2.784881,353.8896,96.96873,352.8135
Left Controller,12:08:31.9648530,1.091756,-0.8133574,3.080323,9.32988,89.53007,10.62165
Right Controller,12:08:31.9649390,1.092432,-0.7834346,2.784881,353.8896,96.96873,352.8135
Left Controller,12:08:31.9677830,1.091681,-0.8132867,3.080176,9.25959,89.33053,10.10257
Right Controller,12:08:31.9678880,1.092379,-0.7833368,2.784847,353.8242,96.99563,352.8613
Left Controller,12:08:31.9787820,1.091681,-0.8132867,3.080176,9.25959,89.33053,10.10257
Right Controller,12:08:31.9788600,1.092379,-0.7833368,2.784847,353.8242,96.99563,352.8613
Left Controller,12:08:31.9816330,1.091708,-0.813211,3.080112,9.285469,89.40931,10.03568
Right Controller,12:08:31.9817510,1.092296,-0.7831569,2.784737,353.724,97.06255,352.9275
Left Controller,12:08:31.9926640,1.091708,-0.813211,3.080112,9.285469,89.40931,10.03568
Right Controller,12:08:31.9927570,1.092296,-0.7831569,2.784737,353.724,97.06255,352.9275
Left Controller,12:08:31.9954480,1.091656,-0.8130088,3.080283,9.257312,89.58851,10.46045
Right Controller,12:08:31.9955510,1.092215,-0.7829149,2.784534,353.6012,97.16911,352.985
Left Controller,12:08:32.0067280,1.091656,-0.8130088,3.080283,9.257312,89.58851,10.46045
Right Controller,12:08:32.0068110,1.092215,-0.7829149,2.784534,353.6012,97.16911,352.985
Left Controller,12:08:32.0105780,1.091555,-0.8128409,3.080289,9.215813,89.80076,10.84046
